from	to	type
ING4	DYNC1I2	ub_syn
ING4	GNA13	ub_syn
ING4	GNAI3	ub_syn
ING4	NAPB	ub_syn
ING4	RPL9	ub_syn
ING4	VPS28	ub_syn
KLHL40	CDK5RAP3	ub_syn
KLHL40	NINJ2	ub_syn
KLHL40	TPP1	ub_syn
KLHL40	USP14	ub_syn
FBXW12	ARHGAP26	ub_syn
FBXW12	C1QBP	ub_syn
FBXW12	CDC42BPB	ub_syn
FBXW12	CLIP1	ub_syn
FBXW12	COL5A3	ub_syn
FBXW12	FARSB	ub_syn
FBXW12	ITSN2	ub_syn
FBXW12	MVP	ub_syn
FBXW12	NCAN	ub_syn
FBXW12	PEA15	ub_syn
FBXW12	PGK1	ub_syn
FBXW12	PRKRA	ub_syn
FBXW12	RPL12	ub_syn
FBXW12	SNPH	ub_syn
FBXW12	TLN2	ub_syn
TRIM50	ATF7IP	ub_syn
TRIM50	ATP5C1	ub_syn
TRIM50	ATP6V1G1	ub_syn
TRIM50	HDLBP	ub_syn
CDH1	ALDH6A1	ub_syn
CDH1	EFHD2	ub_syn
CDH1	EHD3	ub_syn
CDH1	EXOC6	ub_syn
CDH1	FARP1	ub_syn
CDH1	LIN7C	ub_syn
CDH1	PRKRA	ub_syn
CDH1	RAB11B	ub_syn
CDH1	RPL7A	ub_syn
CDH1	SH3PXD2A	ub_syn
SIAH2	CAMKV	ub_syn
SIAH2	GRM7	ub_syn
SIAH2	SYNGAP1	ub_syn
SIAH2	WDR7	ub_syn
TRIM33	ACOT7	ub_syn
TRIM33	CCDC93	ub_syn
TRIM33	GRB10	ub_syn
TRIM33	KIAA0408	ub_syn
TRIM33	YES1	ub_syn
PJA1	ARHGEF2	ub_syn
PJA1	OGT	ub_syn
PJA1	RACGAP1	ub_syn
TRAF2	GSTO1	ub_syn
TRAF2	PGK2	ub_syn
TRAF2	RAB37	ub_syn
TRAF2	SERTAD4	ub_syn
TRAF2	SSR1	ub_syn
TRAF2	STXBP1	ub_syn
TRAF2	XYLT1	ub_syn
RBCK1	ACTA1	ub_syn
RBCK1	AGAP2	ub_syn
RBCK1	AP2M1	ub_syn
RBCK1	ATP6V0D2	ub_syn
RBCK1	ATP6V1G3	ub_syn
RBCK1	ATRX	ub_syn
RBCK1	CAND2	ub_syn
RBCK1	COX5B	ub_syn
RBCK1	CRAT	ub_syn
RBCK1	PEA15	ub_syn
RBCK1	PFKP	ub_syn
RBCK1	PSMD2	ub_syn
RBCK1	ROGDI	ub_syn
RBCK1	RPL30	ub_syn
RBCK1	RPS4X	ub_syn
RBCK1	SNX5	ub_syn
RBCK1	SYNPO	ub_syn
RBCK1	VPS33A	ub_syn
CA11	AAK1	ub_syn
CA11	ACOT8	ub_syn
CA11	ADAM11	ub_syn
CA11	AGAP1	ub_syn
CA11	ANXA11	ub_syn
CA11	ANXA5	ub_syn
CA11	CAT	ub_syn
CA11	CLIP3	ub_syn
CA11	COL5A3	ub_syn
CA11	EFHD2	ub_syn
CA11	EHD3	ub_syn
CA11	EXOC6	ub_syn
CA11	FARP1	ub_syn
CA11	GABBR2	ub_syn
CA11	GRM1	ub_syn
CA11	HADH	ub_syn
CA11	MTCH2	ub_syn
CA11	PPP2R1A	ub_syn
CA11	RAB3A	ub_syn
CA11	RIMBP2	ub_syn
CA11	RPS18	ub_syn
CA11	SLC1A2	ub_syn
CA11	TEX9	ub_syn
ZC3HC1	RIMS1	ub_syn
ZC3HC1	TPT1	ub_syn
ZC3HC1	WASL	ub_syn
ANAPC1	AP3D1	ub_syn
ANAPC1	SAMM50	ub_syn
ANAPC1	SNX4	ub_syn
ANAPC1	TXNL1	ub_syn
BIRC2	ADAM11	ub_syn
BIRC2	ETFDH	ub_syn
BIRC2	GNA13	ub_syn
BIRC2	HTT	ub_syn
FBXL2	CCDC127	ub_syn
FBXL2	PRKAR2B	ub_syn
FBXL2	TFAM	ub_syn
KLHL20	ACP1	ub_syn
KLHL20	ATP6V0A1	ub_syn
KLHL20	CAP1	ub_syn
KLHL20	CST3	ub_syn
KLHL20	ELMO2	ub_syn
KLHL20	FBXO41	ub_syn
KLHL20	FSD1	ub_syn
KLHL20	GNL1	ub_syn
KLHL20	ITFG1	ub_syn
KLHL20	JUP	ub_syn
KLHL20	LIMCH1	ub_syn
KLHL20	NEFM	ub_syn
KLHL20	PFKP	ub_syn
KLHL20	PPFIA2	ub_syn
KLHL20	RPS25	ub_syn
KLHL20	SLC17A6	ub_syn
KLHL20	SNX12	ub_syn
KLHL20	UNC13A	ub_syn
KLHL20	USP15	ub_syn
KLHL20	WASF2	ub_syn
KLHL20	WDR91	ub_syn
KLHL20	WNK1	ub_syn
FBXO5	ATRX	ub_syn
FBXO5	BEGAIN	ub_syn
FBXO5	CSNK1E	ub_syn
FBXO5	ENPP6	ub_syn
FBXO5	EPB41	ub_syn
FBXO5	GRIA4	ub_syn
FBXO5	HPCAL1	ub_syn
FBXO5	KCNA3	ub_syn
FBXO5	LETM1	ub_syn
FBXO5	PARP1	ub_syn
FBXO5	PCLO	ub_syn
FBXO5	PRKAR2B	ub_syn
FBXO5	RPL7A	ub_syn
FBXO5	SGIP1	ub_syn
FBXO5	SLC6A17	ub_syn
FBXO5	STON2	ub_syn
FBXO5	TLN1	ub_syn
MSL2	KIF5B	ub_syn
DZIP3	AASDHPPT	ub_syn
DZIP3	ACTN1	ub_syn
DZIP3	AP2A2	ub_syn
DZIP3	EHMT2	ub_syn
DZIP3	FARP1	ub_syn
DZIP3	PES1	ub_syn
DZIP3	RGS17	ub_syn
DZIP3	SYNJ2	ub_syn
CDC34	AP2A2	ub_syn
CDC34	DARS	ub_syn
CDC34	NPEPPS	ub_syn
CDC34	PARP1	ub_syn
CDC34	RGS17	ub_syn
CDC34	SHANK2	ub_syn
MID1	BTBD17	ub_syn
MID1	CALB2	ub_syn
MID1	CSE1L	ub_syn
MID1	DPM1	ub_syn
MID1	RPS15	ub_syn
CISH	ABI1	ub_syn
CISH	ACTA1	ub_syn
CISH	ATP8A2	ub_syn
CISH	COX6B1	ub_syn
CISH	CRAT	ub_syn
CISH	CSE1L	ub_syn
CISH	NCKIPSD	ub_syn
CISH	PABPC1	ub_syn
CISH	PDHA1	ub_syn
CISH	STXBP1	ub_syn
F12	AP2A1	ub_syn
F12	CAD	ub_syn
F12	COPS3	ub_syn
F12	COX6B1	ub_syn
F12	CSE1L	ub_syn
F12	PPP3CA	ub_syn
F12	PTPRS	ub_syn
F12	RPL18	ub_syn
KLHL11	CPNE5	ub_syn
KLHL11	KPNA1	ub_syn
KLHL11	LIMCH1	ub_syn
KLHL11	MAOB	ub_syn
KLHL11	MYL6	ub_syn
KLHL11	PPFIA2	ub_syn
KLHL11	SLC17A6	ub_syn
KLHL11	SYBU	ub_syn
KLHL11	YWHAZ	ub_syn
RNF146	ATP6V0D1	ub_syn
RNF146	CC2D1A	ub_syn
RNF146	PGAM1	ub_syn
RNF146	TJAP1	ub_syn
RNF40	DLG3	ub_syn
RNF40	FIBP	ub_syn
UBE4A	CAND1	ub_syn
UBE4A	CLIP3	ub_syn
UBE4A	EFHD2	ub_syn
UBE4A	EHD1	ub_syn
UBE4A	PRDX1	ub_syn
TTC3	ANXA6	ub_syn
TTC3	ARHGAP21	ub_syn
TTC3	IMPA1	ub_syn
TTC3	MAPK8IP1	ub_syn
TTC3	PEA15	ub_syn
TTC3	STAT1	ub_syn
TTC3	STX1B	ub_syn
UCHL1	AARS	ub_syn
UCHL1	ACTA2	ub_syn
UCHL1	AHCY	ub_syn
UCHL1	ALDH16A1	ub_syn
UCHL1	CA4	ub_syn
UCHL1	DLG2	ub_syn
UCHL1	DSG1	ub_syn
UCHL1	EXOC7	ub_syn
UCHL1	PDXK	ub_syn
UCHL1	PPP1CB	ub_syn
UCHL1	PRNP	ub_syn
UCHL1	RAP1GAP	ub_syn
UCHL1	SAR1A	ub_syn
UCHL1	WDR7	ub_syn
SHPRH	AK5	ub_syn
SHPRH	COG3	ub_syn
SHPRH	KIAA0408	ub_syn
SHPRH	PES1	ub_syn
SHPRH	SCRIB	ub_syn
SHPRH	SPINK5	ub_syn
SHPRH	SYNJ1	ub_syn
SHPRH	WASF1	ub_syn
ZNRF2	CORO2A	ub_syn
HLTF	DARS	ub_syn
HLTF	DPM1	ub_syn
HLTF	KCNA3	ub_syn
HLTF	PLCB1	ub_syn
HLTF	RAB8A	ub_syn
HLTF	SH3GL2	ub_syn
PIAS2	ARHGAP21	ub_syn
PIAS2	CD81	ub_syn
PIAS2	COX5A	ub_syn
PIAS2	CST3	ub_syn
PIAS2	GRM3	ub_syn
PIAS2	NEFM	ub_syn
PIAS2	NUMBL	ub_syn
PIAS2	RAB5A	ub_syn
PIAS2	SAR1A	ub_syn
SIVA1	ACBD5	ub_syn
SIVA1	ARHGAP23	ub_syn
SIVA1	ATL2	ub_syn
SIVA1	CAP1	ub_syn
SIVA1	CLCN3	ub_syn
SIVA1	FSD1	ub_syn
SIVA1	GNL1	ub_syn
SIVA1	IDH3G	ub_syn
SIVA1	KPNA1	ub_syn
SIVA1	LIMCH1	ub_syn
SIVA1	NDEL1	ub_syn
SIVA1	PARK7	ub_syn
SIVA1	PFKP	ub_syn
SIVA1	PKP4	ub_syn
SIVA1	PPFIA2	ub_syn
SIVA1	RPL36	ub_syn
SIVA1	RTN4	ub_syn
SIVA1	STX16	ub_syn
SIVA1	TAOK1	ub_syn
SIVA1	UQCRC1	ub_syn
SIVA1	WDR91	ub_syn
RNF128	ARHGEF7	ub_syn
RNF128	ATP6V1G3	ub_syn
RNF128	CAND2	ub_syn
RNF128	CD81	ub_syn
RNF128	COX5A	ub_syn
RNF128	EPB41	ub_syn
RNF128	EPHA4	ub_syn
RNF128	GAP43	ub_syn
RNF128	IDH3B	ub_syn
RNF128	IGSF8	ub_syn
RNF128	IPO7	ub_syn
RNF128	KCNA2	ub_syn
RNF128	LETM1	ub_syn
RNF128	MPP2	ub_syn
RNF128	OSCP1	ub_syn
RNF128	PAICS	ub_syn
RNF128	PAPLN	ub_syn
RNF128	PDHA1	ub_syn
RNF128	PKN1	ub_syn
RNF128	RAB6A	ub_syn
RNF128	RPLP1	ub_syn
RNF128	SAR1A	ub_syn
RNF128	SNCAIP	ub_syn
RNF128	SNTB2	ub_syn
RNF128	VPS28	ub_syn
KLHL7	GABBR2	ub_syn
KLHL7	SOS1	ub_syn
KLHL7	UBE2M	ub_syn
RNF11	AGAP2	ub_syn
RNF11	ARFGAP3	ub_syn
RNF11	GRIP1	ub_syn
RNF11	HADHA	ub_syn
RNF11	IMPA1	ub_syn
RNF11	RPS11	ub_syn
RNF11	RPS13	ub_syn
RNF11	SYNJ1	ub_syn
RNF11	TPP1	ub_syn
DET1	CLIP3	ub_syn
DET1	EHD4	ub_syn
DET1	GRM1	ub_syn
DET1	HADH	ub_syn
DET1	LMTK2	ub_syn
DET1	RIMBP2	ub_syn
DET1	SPTAN1	ub_syn
DET1	TUBA1B	ub_syn
MKRN1	AGAP2	ub_syn
MKRN1	ATP2A1	ub_syn
MKRN1	ATP8A2	ub_syn
MKRN1	CD81	ub_syn
MKRN1	DBT	ub_syn
MKRN1	EXOC7	ub_syn
MKRN1	GLUD1	ub_syn
MKRN1	HCK	ub_syn
MKRN1	MPP6	ub_syn
MKRN1	NAPB	ub_syn
MKRN1	PAPLN	ub_syn
MKRN1	PCBP2	ub_syn
MKRN1	PDHA1	ub_syn
MKRN1	PFKM	ub_syn
MKRN1	RAB11FIP2	ub_syn
MKRN1	RABEP1	ub_syn
MKRN1	REEP5	ub_syn
MKRN1	SH3BGRL2	ub_syn
MKRN1	SLC27A1	ub_syn
MKRN1	SNCAIP	ub_syn
MKRN1	UQCRC2	ub_syn
RNF138	AHNAK	ub_syn
RNF138	ANXA11	ub_syn
RNF138	ATP13A1	ub_syn
RNF138	ITSN2	ub_syn
RNF138	RPL12	ub_syn
RNF138	SCFD1	ub_syn
RNF138	SLC9A3R2	ub_syn
RNF138	SNPH	ub_syn
RNF138	TJP1	ub_syn
RNF138	TLN2	ub_syn
RNF138	VPS16	ub_syn
KCTD10	APOD	ub_syn
KCTD10	COX6B1	ub_syn
KCTD10	DES	ub_syn
KCTD10	DOCK5	ub_syn
KCTD10	GPR158	ub_syn
KCTD10	GPX1	ub_syn
KCTD10	JUP	ub_syn
KCTD10	LY6H	ub_syn
KCTD10	PABPC1	ub_syn
KCTD10	PPP1R7	ub_syn
KCTD10	PRPS1	ub_syn
KCTD10	SLC1A1	ub_syn
KCTD10	SRPK2	ub_syn
KCTD10	SSR1	ub_syn
KCTD10	STRN4	ub_syn
LHX1	ATIC	ub_syn
LHX1	CAMKK1	ub_syn
LHX1	COL5A3	ub_syn
LHX1	GPRASP2	ub_syn
LHX1	GRM3	ub_syn
LHX1	HPCAL1	ub_syn
LHX1	LIPE	ub_syn
LHX1	RPS13	ub_syn
LHX1	SNTB2	ub_syn
LHX1	SPINK5	ub_syn
LHX1	WASF1	ub_syn
RHOBTB1	ACTB	ub_syn
RHOBTB1	BASP1	ub_syn
RHOBTB1	CLMN	ub_syn
RHOBTB1	DCTN2	ub_syn
RHOBTB1	GPX1	ub_syn
RHOBTB1	MAP2K3	ub_syn
RHOBTB1	NIPSNAP1	ub_syn
RHOBTB1	SH3GL3	ub_syn
TRPC4AP	NDUFA12	ub_syn
TRPC4AP	REPS2	ub_syn
TRPC4AP	SCRN1	ub_syn
TRPC4AP	STX16	ub_syn
TRPC4AP	ZNF451	ub_syn
RFFL	AMPH	ub_syn
RFFL	DDX3X	ub_syn
RFFL	MYL4	ub_syn
RFFL	SYNM	ub_syn
RFFL	VDAC2	ub_syn
TRIM62	ACACA	ub_syn
TRIM62	DDX17	ub_syn
TRIM62	HDLBP	ub_syn
TRIM62	VPS29	ub_syn
ARIH2	CDH2	ub_syn
ARIH2	FASN	ub_syn
ARIH2	STK39	ub_syn
IRAK4	ADAM11	ub_syn
IRAK4	AHNAK	ub_syn
IRAK4	ANXA11	ub_syn
IRAK4	BIN1	ub_syn
IRAK4	CYP1B1	ub_syn
IRAK4	MTCH2	ub_syn
IRAK4	NSFL1C	ub_syn
IRAK4	PSMD10	ub_syn
IRAK4	VGF	ub_syn
DCAF11	ERC1	ub_syn
DCAF11	PPP1R7	ub_syn
DCAF11	SYN3	ub_syn
IL17RB	AHCY	ub_syn
IL17RB	CPT2	ub_syn
IL17RB	CS	ub_syn
IL17RB	DYNC1I2	ub_syn
IL17RB	NNT	ub_syn
IL17RB	RPL12	ub_syn
IL17RB	SLC32A1	ub_syn
IL17RB	SNCAIP	ub_syn
IL17RB	SND1	ub_syn
IL17RB	VPS28	ub_syn
TRIM32	AKT2	ub_syn
TRIM32	AP2A2	ub_syn
TRIM32	CPT1A	ub_syn
TRIM32	DARS	ub_syn
TRIM32	DDX3X	ub_syn
TRIM32	DLG2	ub_syn
TRIM32	GIT1	ub_syn
TRIM32	NT5C1B	ub_syn
TRIM32	RAB3GAP1	ub_syn
TRIM32	RPL30	ub_syn
TRIM32	SPHK2	ub_syn
RAG1	NSFL1C	ub_syn
FBXO44	ACO2	ub_syn
FBXO44	ACTN1	ub_syn
FBXO44	ANXA11	ub_syn
FBXO44	DYNC1I2	ub_syn
FBXO44	GRHPR	ub_syn
FBXO44	LMNB1	ub_syn
FBXO44	LYN	ub_syn
FBXO44	MTCH2	ub_syn
FBXO44	NCAN	ub_syn
FBXO44	PRDX1	ub_syn
FBXO44	SRC	ub_syn
LNX2	ATP6V1D	ub_syn
LNX2	BTBD17	ub_syn
LNX2	ELFN2	ub_syn
LNX2	MPP6	ub_syn
LNX2	MYL4	ub_syn
LNX2	OGT	ub_syn
LNX2	PKN1	ub_syn
LNX2	RHOA	ub_syn
LNX2	RPL23A	ub_syn
LNX2	RPS13	ub_syn
LNX2	USO1	ub_syn
LNX2	VAMP2	ub_syn
LNX2	VTI1A	ub_syn
RNF2	NUMBL	ub_syn
RNF2	RIMS1	ub_syn
CBLL1	DLD	ub_syn
CBLL1	FDPS	ub_syn
CBLL1	SLC27A4	ub_syn
CBLL1	UBE2M	ub_syn
DTX1	CA1	ub_syn
DTX1	PDE4B	ub_syn
DTX1	PI4KA	ub_syn
DTX1	YWHAB	ub_syn
RNF220	ACTA1	ub_syn
RNF220	ANXA6	ub_syn
RNF220	CAND2	ub_syn
RNF220	ETFDH	ub_syn
RNF220	GNAZ	ub_syn
RNF220	GPI	ub_syn
RNF220	RAB13	ub_syn
RNF220	SAR1A	ub_syn
RNF220	SNCAIP	ub_syn
RNF220	SNX3	ub_syn
RNF220	STAT1	ub_syn
SAG	GLG1	ub_syn
SAG	PRDX6	ub_syn
TRIM21	SYNJ2	ub_syn
MEX3B	CAD	ub_syn
MEX3B	DDAH1	ub_syn
MEX3B	FABP7	ub_syn
MEX3B	FBXO41	ub_syn
MEX3B	GPX1	ub_syn
MEX3B	JUP	ub_syn
MEX3B	KEL	ub_syn
MEX3B	KIF20B	ub_syn
MEX3B	MLF1	ub_syn
MEX3B	NRXN1	ub_syn
MEX3B	OGT	ub_syn
MEX3B	OPCML	ub_syn
MEX3B	PABPC1	ub_syn
MEX3B	PRPS1	ub_syn
MEX3B	PTPRD	ub_syn
MEX3B	SSR1	ub_syn
MEX3B	STXBP1	ub_syn
CUL5	HNRNPM	ub_syn
CUL5	UBA1	ub_syn
TRIM71	ATP1A1	ub_syn
TRIM71	GABRA4	ub_syn
TRIM71	GNA12	ub_syn
TRIM71	PDE4B	ub_syn
TRIM71	SRPRB	ub_syn
TRIM71	TOMM20	ub_syn
TRIM71	TTYH1	ub_syn
RNF19B	ATP6V1E1	ub_syn
RNF19B	RTN4	ub_syn
PPARG	LGALS8	ub_syn
PPARG	STK38L	ub_syn
FBXO32	B3GAT3	ub_syn
FBXO32	CASK	ub_syn
FBXO32	COQ10B	ub_syn
FBXO32	GABRA4	ub_syn
FBXO32	HPCAL1	ub_syn
FBXO32	NDUFS3	ub_syn
FBXO32	PLA2G4A	ub_syn
FBXO32	SLC6A17	ub_syn
FBXO32	TTYH1	ub_syn
SOCS1	AP3B1	ub_syn
SOCS1	ATP6V0D2	ub_syn
SOCS1	CAPZA3	ub_syn
SOCS1	CDC42BPA	ub_syn
SOCS1	CLASP1	ub_syn
SOCS1	GAD1	ub_syn
SOCS1	IMPA1	ub_syn
SOCS1	ITSN2	ub_syn
SOCS1	MTCH1	ub_syn
SOCS1	MVP	ub_syn
SOCS1	PEA15	ub_syn
SOCS1	PGK1	ub_syn
SOCS1	PSMC1	ub_syn
SOCS1	RPS4X	ub_syn
SOCS1	SPATA2L	ub_syn
SOCS1	TTC37	ub_syn
SOCS1	USP14	ub_syn
SOCS1	VPS11	ub_syn
RNF183	DECR1	ub_syn
RNF183	DSG1	ub_syn
RNF183	MYH11	ub_syn
RNF183	OLFM2	ub_syn
RNF183	PPP1CB	ub_syn
RNF183	RPS3	ub_syn
RNF183	SOS1	ub_syn
RNF183	SYNM	ub_syn
RNF183	SYT5	ub_syn
RNF183	VAPB	ub_syn
RNF183	WDR7	ub_syn
OSTM1	AARS	ub_syn
OSTM1	ATP8A2	ub_syn
OSTM1	FYN	ub_syn
OSTM1	IMPA1	ub_syn
OSTM1	LYNX1	ub_syn
OSTM1	MINA	ub_syn
OSTM1	MPP6	ub_syn
OSTM1	PEA15	ub_syn
OSTM1	PSMC1	ub_syn
OSTM1	RAB21	ub_syn
OSTM1	SPATA2L	ub_syn
OSTM1	TTC37	ub_syn
FBXL4	ACTG1	ub_syn
FBXL4	ADD3	ub_syn
FBXL4	AK3	ub_syn
FBXL4	CD47	ub_syn
FBXL4	CNTFR	ub_syn
FBXL4	CYFIP2	ub_syn
FBXL4	DECR1	ub_syn
FBXL4	DNM3	ub_syn
FBXL4	FARP1	ub_syn
FBXL4	GLG1	ub_syn
FBXL4	HSD17B12	ub_syn
FBXL4	LDHB	ub_syn
FBXL4	MAGI2	ub_syn
FBXL4	MPP7	ub_syn
FBXL4	MYH11	ub_syn
FBXL4	RANGAP1	ub_syn
FBXL4	RHOA	ub_syn
FBXL4	SACM1L	ub_syn
FBXL4	SEC14L2	ub_syn
FBXL4	SLC30A3	ub_syn
FBXL4	ZNF451	ub_syn
UBE3C	ATF7IP	ub_syn
UBE3C	ATP5C1	ub_syn
UBE3C	CYBRD1	ub_syn
UBE3C	FBXO41	ub_syn
UBE3C	GPR158	ub_syn
UBE3C	MLF1	ub_syn
UBE3C	PDK1	ub_syn
UBE3C	PRPS1	ub_syn
UBE3C	RAB15	ub_syn
UBE3C	SLC1A1	ub_syn
UBE3C	TPI1	ub_syn
UBE3C	WIPF2	ub_syn
HUWE1	AGPAT5	ub_syn
HUWE1	AHCY	ub_syn
HUWE1	AKT2	ub_syn
HUWE1	ALDH1L1	ub_syn
HUWE1	AP2A2	ub_syn
HUWE1	CHCHD6	ub_syn
HUWE1	DLG2	ub_syn
HUWE1	PLCB1	ub_syn
HUWE1	YWHAE	ub_syn
FBXO25	ACTN4	ub_syn
RNF14	CA2	ub_syn
RNF14	GUCY1A2	ub_syn
RNF14	POR	ub_syn
RNF14	RAB14	ub_syn
RNF14	RACGAP1	ub_syn
RNF14	RALA	ub_syn
RNF14	RASGRF2	ub_syn
RNF14	SLC25A11	ub_syn
BARD1	CSNK2A1	ub_syn
BARD1	FASN	ub_syn
BARD1	GJA1	ub_syn
BARD1	MPP3	ub_syn
BARD1	PRKACB	ub_syn
DDB1	ACTL6B	ub_syn
DDB1	AHNAK	ub_syn
DDB1	COX6B1	ub_syn
DDB1	MYO1C	ub_syn
DDB1	PSMA4	ub_syn
DDB1	PSMD2	ub_syn
DDB1	RAB21	ub_syn
DDB1	RABEP1	ub_syn
DDB1	RANGAP1	ub_syn
DDB1	ROGDI	ub_syn
DDB1	RPL19	ub_syn
DDB1	RPS4X	ub_syn
DDB1	SLC9A3R2	ub_syn
DDB1	SNX5	ub_syn
DDB1	WDR91	ub_syn
TRIM37	CSNK1E	ub_syn
TRIM37	MYH9	ub_syn
ANAPC10	CCDC124	ub_syn
ANAPC10	CTNNB1	ub_syn
ANAPC10	NAP1L4	ub_syn
ANAPC10	PFKP	ub_syn
TRAF4	ACTR1B	ub_syn
TRAF4	ATP1B2	ub_syn
TRAF4	ATP8A2	ub_syn
TRAF4	B3GAT3	ub_syn
TRAF4	CAPZA3	ub_syn
TRAF4	CD81	ub_syn
TRAF4	EIF4G1	ub_syn
TRAF4	FH	ub_syn
TRAF4	GLUD1	ub_syn
TRAF4	GRM3	ub_syn
TRAF4	HCK	ub_syn
TRAF4	IGSF8	ub_syn
TRAF4	MPP6	ub_syn
TRAF4	NPEPPS	ub_syn
TRAF4	NUMBL	ub_syn
TRAF4	PAPLN	ub_syn
TRAF4	PDLIM7	ub_syn
TRAF4	PEA15	ub_syn
TRAF4	PRMT5	ub_syn
TRAF4	PSMD1	ub_syn
TRAF4	RPS15	ub_syn
TRAF4	VPS28	ub_syn
FBXO7	NCKAP1L	ub_syn
FBXO7	SLC18A2	ub_syn
FBXO7	TUBA1C	ub_syn
FBXO21	ACTR1B	ub_syn
FBXO21	AKT1	ub_syn
FBXO21	DPM1	ub_syn
FBXO21	KCNA3	ub_syn
FBXO21	NFASC	ub_syn
FBXO21	RPS13	ub_syn
FBXO21	ST14	ub_syn
FBXO21	TSC22D4	ub_syn
KLHL8	ACTN1	ub_syn
KLHL8	AGPAT5	ub_syn
KLHL8	AP2A2	ub_syn
KLHL8	CORO1B	ub_syn
KLHL8	COX5A	ub_syn
KLHL8	DLG3	ub_syn
KLHL8	EEF1A2	ub_syn
KLHL8	EPB42	ub_syn
KLHL8	FXYD7	ub_syn
KLHL8	NDUFS1	ub_syn
KLHL8	PLCB1	ub_syn
KLHL8	PPFIA3	ub_syn
KLHL8	YWHAE	ub_syn
KLHL3	CDH2	ub_syn
KLHL3	CSNK2A1	ub_syn
KLHL3	OGT	ub_syn
KLHL3	PRKG1	ub_syn
KLHL3	USO1	ub_syn
RLIM	AHCY	ub_syn
RLIM	PPFIA3	ub_syn
RLIM	TPM1	ub_syn
FBXL12	ATP2B1	ub_syn
FBXL12	CLIP2	ub_syn
FBXL12	GABBR2	ub_syn
FBXL12	IRS1	ub_syn
FBXL12	PRR7	ub_syn
FBXL12	PSMA4	ub_syn
FBXL12	SNAP25	ub_syn
FBXL7	ARHGAP26	ub_syn
FBXL7	BCAN	ub_syn
FBXL7	COL5A3	ub_syn
FBXL7	DIP2B	ub_syn
FBXL7	GNA11	ub_syn
FBXL7	IPO7	ub_syn
FBXL7	KANK2	ub_syn
FBXL7	LIPE	ub_syn
FBXL7	LYNX1	ub_syn
FBXL7	NAPB	ub_syn
FBXL7	OLFM2	ub_syn
FBXL7	PEA15	ub_syn
FBXL7	PSMD1	ub_syn
FBXL7	RAB21	ub_syn
FBXL7	RPL12	ub_syn
FBXL7	SAR1A	ub_syn
FBXL7	SCFD1	ub_syn
FBXL7	SLC9A3R2	ub_syn
FBXL7	SND1	ub_syn
FBXL7	SNPH	ub_syn
FBXL7	STX1A	ub_syn
FBXL7	TJP1	ub_syn
FBXL7	WDR91	ub_syn
SARM1	ARHGAP21	ub_syn
SARM1	EPHA4	ub_syn
SARM1	GIT2	ub_syn
SARM1	HPCAL1	ub_syn
SARM1	PES1	ub_syn
SARM1	PMVK	ub_syn
SARM1	PRKAG3	ub_syn
SARM1	SPINK5	ub_syn
SARM1	TFAM	ub_syn
SIAH1	AGAP1	ub_syn
SIAH1	ALDH6A1	ub_syn
SIAH1	CAND1	ub_syn
SIAH1	CFL1	ub_syn
SIAH1	COL5A3	ub_syn
SIAH1	EPB41L2	ub_syn
SIAH1	FARSB	ub_syn
SIAH1	PGK1	ub_syn
SIAH1	PSMD1	ub_syn
SIAH1	RAB3C	ub_syn
SIAH1	SRC	ub_syn
SOCS5	BCAS1	ub_syn
SOCS5	DAB2IP	ub_syn
SOCS5	DNM3	ub_syn
SOCS5	SLC32A1	ub_syn
SOCS5	STK32C	ub_syn
TRIM5	FSCN1	ub_syn
TRIM5	HAPLN1	ub_syn
TRIM5	NLGN3	ub_syn
TRIM5	PRKACA	ub_syn
RNF115	MDH2	ub_syn
KLHL13	ACTN4	ub_syn
KLHL13	AGAP1	ub_syn
KLHL13	ANXA11	ub_syn
KLHL13	AP3B1	ub_syn
KLHL13	ARHGAP26	ub_syn
KLHL13	CLIP3	ub_syn
KLHL13	COL5A3	ub_syn
KLHL13	EHD3	ub_syn
KLHL13	EXOC6	ub_syn
KLHL13	ITSN2	ub_syn
KLHL13	NCAN	ub_syn
KLHL13	PFKL	ub_syn
KLHL13	RANBP9	ub_syn
KLHL13	RPS18	ub_syn
KLHL13	SLC25A31	ub_syn
KLHL13	SNPH	ub_syn
KLHL13	SRC	ub_syn
KLHL13	TTC37	ub_syn
RNF130	ATP5D	ub_syn
RNF130	BIN1	ub_syn
RNF130	COG3	ub_syn
RNF130	EEF1A2	ub_syn
RNF130	GNA13	ub_syn
RNF130	MAOB	ub_syn
RNF130	NCAN	ub_syn
RNF130	PSMA4	ub_syn
RNF130	TJP1	ub_syn
RNF130	VPS11	ub_syn
RNF130	VPS16	ub_syn
SMURF1	ACOT7	ub_syn
SMURF1	CFL2	ub_syn
SMURF1	COG3	ub_syn
SMURF1	CPNE6	ub_syn
SMURF1	DOCK2	ub_syn
SMURF1	INF2	ub_syn
SMURF1	MYO6	ub_syn
SMURF1	PABPC4	ub_syn
SMURF1	WIPF2	ub_syn
RNF13	ACTN1	ub_syn
RNF13	ATP2B1	ub_syn
RNF13	DLG3	ub_syn
RNF13	IRS1	ub_syn
RNF13	MYL4	ub_syn
RNF13	PARP1	ub_syn
RNF13	PKN1	ub_syn
RNF13	PPFIA3	ub_syn
RNF13	PRR7	ub_syn
RNF13	RPS7	ub_syn
