	P	GABA1	Pulv	K2	GABA4	GABA3
DPYD	19.4066	7.0665	17.682714285714287	59.653500000000015	0.0	29.296966666666666
ITGAM	0.0	0.0	0.0	0.0	0.0	0.0
CNTN4	390.29288378378396	290.05886	186.50892386363628	184.9422517857143	267.18015789473685	360.6825909871246
PCDHAC2	0.0	0.0	0.0	0.0	0.0	0.0
RNF111	146.1548853125001	150.71215652173913	149.3197275167786	118.25162045454543	228.69305714285707	201.4114615894039
MED24	124.65839717741933	132.02695	100.70559636363636	108.73343283582088	66.45052666666668	128.46099072164952
COL6A1	23.178600000000003	23.1966	5.8187	0.0	69.36176666666667	228.919088235294
EPHB4	0.0	0.0	0.0	0.0	0.0	49.42026666666667
MORC2	75.82759444444446	136.74763333333334	68.81707260273973	57.52374	65.5139	95.29128269230768
BUB1B	13.8153	533.9169	23.163475	0.0	0.0	90.8469909090909
IPO11	97.74620657894725	159.5574	97.89672517985612	71.3361129032258	63.641571428571424	126.41298970588241
MICAL1	144.564990086207	235.0695642857143	117.67227857142856	104.83539818181818	162.737	121.99095714285716
ZSCAN20	88.11852605042014	62.79852857142857	98.93565769230769	53.06061333333333	261.2674	57.76442500000001
EFTUD2	232.6358015473886	256.5054291666666	188.9696908675801	210.51205409836066	169.21367142857142	181.09980709219857
CNTN6	127.57356925795055	338.6882	95.7733345864662	111.3464914893617	31.7743	116.0411933333333
TRPC5	86.84937647058824	197.95837222222224	94.6253	102.848	173.51250000000002	151.64689873417726
SMG8	103.33563066666669	213.91542499999997	106.97615151515151	56.42240999999999	69.55326666666667	142.620325
ITGA2B	62.89007378640778	90.81163333333332	72.14458780487803	25.568318181818185	135.37896666666666	120.09283846153843
PHC1	172.0541967901233	263.54231739130427	150.17351240875905	203.54194912280704	339.03221176470583	216.77006751592359
EGFLAM	126.88700800000004	0.0	138.4958463917526	171.0623619047619	93.95375	129.36083333333332
SPOCD1	126.86777777777777	0.0	73.62152	50.9788	0.0	42.523399999999995
MMS19	163.38972233201594	157.55186296296299	154.67044453781517	201.3177698412699	134.29532352941175	174.89224723618102
ZC3H7A	0.0	0.0	0.0	0.0	0.0	0.0
TSHZ2	693.373810576923	120.08853333333332	398.3280129963897	328.36158194444437	138.05046666666667	68.67369230769232
SLC38A10	143.31062467191603	225.22366785714283	145.60513954802263	126.31000833333331	177.65383333333332	184.1594566433567
HLTF	263.51526735849063	295.6893142857143	308.65283038461524	250.1684865671641	502.83107368421054	276.1227333333333
CEBPZ	136.73911874999993	201.92963333333336	121.77554886363633	114.22916603773587	205.09699411764703	193.13770790960444
PDZRN4	67.1592914893617	0.0	114.00804599999998	135.2833982142857	0.0	157.8671559139785
GEMIN4	60.225353012048195	70.30692857142857	65.2134918918919	54.73058888888889	148.76272500000002	90.90044347826087
RNF20	135.81832676767675	156.48213666666663	155.38502090395488	177.24117454545453	301.9487666666667	185.38802397260278
LLGL2	14.59702	91.3209	0.0	0.0	0.0	11.9597
LNPEP	162.325365577342	261.33781785714285	127.45589761904763	124.56972857142856	181.54168750000002	119.97620604026842
ITGA4	33.91708928571428	0.0	35.100519999999996	20.1572	16.358	86.01766666666667
AP3B1	152.48343275362313	121.80398666666666	161.31742666666665	124.25849761904762	256.6743333333333	125.32685666666667
NLRP14	19.218733333333336	0.0	57.4392	6.8475	21.626350000000002	148.18321666666665
TLR8	0.0	4.7919	0.0	0.0	0.0	0.0
PPFIBP1	142.96241341719087	225.6208512820512	151.82048697478996	191.00229402985076	6.4867	49.99755555555555
TRPC4	7.2798	0.0	6.9323	53.3272	0.0	0.0
EMC1	108.41148910505845	202.09452000000002	103.82482290076331	85.57035	70.99718750000001	107.51588380952381
GRIP2	200.5020477396022	182.91225813953486	109.43576565656569	102.46249999999999	412.79737916666664	422.5339042471042
PHF12	75.37651187214611	128.85185833333333	85.94352260273972	55.39652647058823	91.4661	69.42977808219177
NEK9	282.52854420432215	314.6580575757576	190.21639660194177	205.2323276923077	301.71560624999995	276.0802308108107
WWC1	113.86461477272731	126.12183333333333	132.87353294117653	92.330828	5.9873	69.93097142857143
MIB2	112.97211128318594	131.609146875	104.61183269230773	118.75886428571427	112.75560000000002	118.8541674556213
PRPF40A	253.7066658578858	243.76489268292687	235.86495203252022	287.12033857142865	254.97070000000002	247.1909337837839
USPL1	132.72525791855207	194.29603846153844	123.40903366336629	173.09326451612907	74.94148333333334	175.02543764705885
VPS18	89.91335820105816	178.55790909090908	94.77505851063829	112.7935269230769	89.77733333333333	88.86591866666667
KCNU1	134.3299	0.0	0.0	0.0	0.0	5.9199
SEZ6L	197.30787945205475	301.61685	166.2383762096774	273.7532661971831	191.38604375	153.95621907216497
PARP1	133.12296607594934	201.97314210526315	133.54118466666662	142.22134222222223	160.91282727272727	169.40517500000004
BICD1	257.3961698473283	289.5809714285714	187.20187942583735	255.5216046875	136.37000588235293	210.22463212121198
SLITRK3	79.78308037383174	237.0813	92.39053888888891	85.91290416666668	124.48281428571428	108.23186849315071
CIITA	0.0	0.0	0.0	0.0	0.0	0.0
CSE1L	141.95952235023032	171.39133529411765	140.92262031250004	135.80588214285714	93.49514615384616	165.990696178344
USP48	234.67180509666068	245.27951219512198	208.29993360995857	170.29865999999998	264.1022	255.2786298969071
IARS2	125.89891666666665	241.8671666666667	157.0079857894737	107.96395249999998	135.207325	145.86167637795282
XPOT	127.63364363636366	219.12254848484847	113.23587465753427	122.73166842105263	276.33770000000004	118.03448991596642
MAML1	84.9948874418605	175.01533333333333	95.1940442028986	124.57271081081082	85.6938285714286	129.7385193877551
EPHA3	91.12913197674416	90.108275	84.32356212121208	108.38591333333333	318.803	85.17298333333333
GABBR1	317.43574516129064	352.8938901960783	561.8159286231885	583.1219624999997	373.676624	473.3975942748093
RADIL	115.71865333333332	18.4248	94.98859761904765	62.9180962962963	171.65789285714285	128.7655296296296
NR3C2	102.6358223107569	111.00265624999999	121.49659405940594	95.55611111111112	95.15156666666667	147.98789830508474
R3HDM2	131.54769007352945	134.2111764705882	89.6341155963303	80.92457413793103	147.8682611111111	108.22915250000001
LUZP1	463.21358333333296	265.22706875	494.5218828358207	336.947753030303	226.0518166666667	272.1873950248757
CTNND1	147.22292668112792	142.89310952380953	112.50049999999999	186.63273050847454	194.9589733333333	170.2086926136365
SLC12A3	0.0	0.0	0.0	0.0	0.0	0.0
TOPORS	259.43074735682796	311.11834074074073	238.84971871921192	221.1702155172413	245.9408294117647	279.90126685714273
MDGA2	171.1164106194691	208.75505172413793	196.71560698689964	109.00464736842106	256.41263636363635	237.60197136752126
RASA1	91.19056834862387	95.50920217391305	79.04560515463919	70.52775555555556	72.757395	91.5768357512953
GRIK5	66.64653890339426	112.98178611111112	80.30285608695651	75.1683265625	126.53828421052633	116.50290821917805
KL	0.0	0.0	0.0	40.06316666666667	113.7588	18.3437
KSR2	98.60644463601535	121.07534615384614	75.19128726415094	93.56954166666661	157.58442380952383	136.45439322033903
RBL1	105.81573799283154	129.582075	86.52220314960631	58.39324545454545	59.33437777777778	133.04186363636373
ACAD10	69.75831278195487	53.82980909090909	96.97520306122449	31.362508695652174	58.52311999999999	92.24406029411766
DNA2	97.50644115044247	132.1468	62.88833239436619	71.74484482758619	190.23531666666668	117.35404230769232
GARNL3	194.95526722338204	370.1445902439024	214.95054489795925	176.08444242424247	287.12746666666663	297.81830185185197
BNC1	13.372766666666669	0.0	20.9253	0.0	0.0	0.0
LIMCH1	212.13537372400762	476.36755199999993	146.410304245283	134.7621444444445	352.47919333333334	209.58089198113205
XRN2	186.69937152173927	198.86303333333336	198.74811777777796	180.29177499999994	128.64638823529413	191.00312033898322
ITGA9	147.55644999999998	188.33988823529413	27.966826666666677	22.89968	0.0	101.82506666666666
SEC23IP	146.68067116402128	105.87375555555558	160.88197535545038	159.2928285714286	154.55066666666667	186.31386595744684
COL6A2	70.7869	6.6836	5.9373	0.0	5.9681	0.0
ZNF217	84.19656875	0.0	60.44774705882352	212.16459999999998	18.071133333333332	134.43675
ANKRD44	101.21056576576582	216.54666428571434	103.26679580419578	139.43190555555557	251.98178823529415	173.0417460122699
RIMBP2	168.79397515657624	864.681025	160.6012627272728	180.28725660377359	317.64287619047616	214.9427588235295
LRRCC1	114.38575379746837	147.46185000000003	98.87217352941175	103.09042682926828	182.94978999999998	135.0553901639345
POLRMT	150.94204516129028	111.49432380952378	128.81669064327488	89.69449512195123	80.038675	147.48612619047628
FAM83B	5.8720799999999995	3.8487	11.105525	7.9568	0.0	11.3562625
MYO1A	128.16332307692306	5.5777	96.30052777777776	16.7289	84.1326	114.2989125
MBD6	138.5293127962085	178.09089117647062	128.2312567839196	93.14461724137931	261.63986363636366	120.12736315789476
THBS3	122.06861259541988	213.51790952380955	124.07239583333332	66.81920344827587	128.83410999999995	160.7729235849057
HPS3	66.08625992217894	51.020781818181824	49.43716854838711	48.06326923076924	31.438924999999998	45.92016666666666
GRIK4	121.35416883852685	83.37567142857144	70.09274788732397	47.582492307692306	132.908575	152.59290476190483
AP3B2	592.4162467105261	356.32204583333345	535.7181814814816	523.9020191780821	711.351152173913	519.1512392857145
FNBP4	611.891757755776	616.5944204545453	564.7238025925922	572.6777275362319	663.5957434782609	646.9303617187505
ADGRF3	96.18553864734298	143.51219444444442	108.09259849624058	72.02344864864867	114.48360833333334	104.28695588235291
CCDC132	0.0	0.0	0.0	0.0	0.0	0.0
ADAMTS1	65.56176666666666	0.0	17.729133333333333	0.0	16.358	8.2345
BICC1	0.0	26.0819	102.53895	0.0	17.28055	54.562197222222224
MYO1H	16.31391111111111	0.0	7.6532333333333336	15.2877	0.0	83.91841666666667
RAD51AP2	94.62429999999999	320.14105	99.0038705882353	72.12734	206.1459777777778	160.90975168539322
SLITRK5	64.73178365384614	192.81306976744182	46.18391470588236	63.77743095238096	156.61130869565218	211.01920826446295
EMILIN1	37.01847380952381	0.0	37.40352	27.332633333333334	12.7421	44.65533
SPINK5	64.62075	0.0	0.0	0.0	49.0741	21.4892
ERN1	76.45949545454548	89.78197499999999	90.44585000000002	41.57858461538462	0.0	86.00317222222225
UNC5D	141.56603210526313	20.679219999999997	106.15031818181821	87.41418372093021	314.28028333333333	387.69574942084955
RUFY3	327.5956614864865	204.93135581395345	236.0453312757202	332.00710289855084	316.6417409090909	249.2017244239631
ADAMTS17	7.960940000000002	0.0	24.08906153846154	35.53846666666667	0.0	101.44959999999999
FAM184B	112.35309932659929	39.30621428571429	51.36544800000002	30.39691000000001	74.8694	70.94334774774777
ZBTB4	270.0487451178449	310.41391153846155	257.933596981132	290.94468309859155	387.89572916666657	274.1371350806451
EXOC4	151.76426071428583	171.188	117.6574253731343	181.58910749999998	133.19153	131.73928750000002
FBF1	69.79756560509551	98.78471304347825	79.32412793296085	61.72556595744682	164.053915	91.99708647058823
SLC8A1	470.34867495798295	628.3814137254901	447.3860443636364	778.886494520548	809.3211739130435	903.051215037594
CEP120	86.79982768595043	144.0196625	86.78135192307694	56.156967857142845	103.80425714285714	85.99945000000004
POP1	183.64429972752046	231.8531935483871	143.99121393939384	147.0671530612245	236.41669166666668	220.19451901408436
SENP7	125.87954884259267	134.9065578947369	120.74707783505154	131.896535	213.5031846153846	138.26158323699426
NLRP5	6.244433333333333	3.8609	9.715274999999998	6.1461	0.0	0.0
ANO4	221.17743569844802	451.5069820512821	328.6972837944664	248.3790451612903	249.68260000000004	218.93300335195516
RFX1	43.295767435158474	36.48517727272727	47.507759162303635	44.62759642857144	50.798506249999996	52.39709606741576
SNX13	158.54881937172777	247.57156842105263	121.68991067415728	142.8129381818182	129.9706	181.78377727272724
INTS7	129.23248560000002	191.19125	116.42127976190477	60.43428928571429	45.20352857142857	115.11037222222222
PIGO	98.10928486238527	158.38130000000004	71.51871772151897	72.02704166666666	40.53195	95.52566363636366
CYLD	0.0	0.0	0.0	0.0	0.0	0.0
OGDHL	403.0043102521007	245.9845393939394	352.50859628252795	341.349215942029	309.28571739130433	360.84966343612314
PSD3	144.23239351851848	272.3813863636364	279.9958543307085	270.3152491525424	339.53862631578954	370.98707991452966
ZC3H7B	52.47773740740741	46.99063076923077	64.1321946308725	48.29099749999999	52.783633333333334	59.592798039215694
PKN2	144.26799709302324	106.82150384615383	117.40043333333331	163.41985652173912	129.42728666666665	113.74808956043952
WDR83OS	112.88429705882359	254.52866	106.9212993630573	103.484262	126.9621375	135.08767117117117
ATP2A1	0.0	0.0	0.0	0.0	0.0	0.0
INTS4	107.28279363636362	114.07625000000002	90.34119369369371	77.82970333333334	90.5827	132.4317373134328
NAA25	212.2357731313132	225.3129617647059	225.88975833333342	199.88130508474578	310.73280625	195.83571494845376
MFHAS1	82.1839336206897	141.7270466666667	76.12707572815538	69.42603461538461	96.82407142857141	121.64263920000002
MAP3K13	150.02154312169316	220.44597272727268	172.14721743589746	163.88026730769235	233.71791666666664	170.87625845070423
CPED1	45.049536538461545	27.4336	37.67102499999999	4.8915	32.7161	45.5275
THRAP3	166.62140162454855	127.25977941176473	125.57537116279063	167.82742985074623	201.7853933333333	132.32133088235295
RECK	60.26446473214285	53.481158333333326	80.66348148148148	45.996367741935465	142.88498181818179	96.50807478991594
COPB1	168.07602012847968	224.82032580645156	161.2818822966507	127.05059655172411	143.03884375	187.32588920454538
MDGA1	20.771660000000004	123.11808421052633	0.0	35.0883	189.33874999999998	65.53772702702705
GABBR2	380.62728642384144	960.688625	847.7763623188404	757.7402722222222	616.9117923076924	689.8781765151518
EPHA10	69.1541755395684	48.65566875	73.3415086666667	48.5978347826087	110.80483529411765	125.35359000000004
HYOU1	48.55467948717947	49.71755454545455	39.399692156862756	35.67476666666667	82.31613999999999	42.22586018518518
PSMD1	224.25097996183214	328.6174526315789	211.0696814655172	234.1835875	232.1301529411765	211.70077290640398
DENND1A	68.38152096774193	214.95080000000004	75.11666630434786	47.11818387096774	87.86608333333334	103.5518333333333
FGD1	44.90233649635034	83.35851764705882	49.96322076923074	58.18684358974359	83.78196	40.076911111111094
DSE	58.52455	0.0	6.528466666666667	0.0	32.7161	54.88346666666667
ROR1	63.60366666666667	187.11603333333335	88.48416153846155	6.73215	16.9073	153.65580394736844
FBRSL1	176.74852265758076	170.99078571428572	148.76483764705887	168.88963939393943	125.41537777777779	157.78990748663102
IPO13	105.75987835497844	124.9847416666667	113.29463519999993	128.36971129032256	98.06146153846154	94.73197777777774
ANO1	0.0	92.9181	0.0	0.0	0.0	14.02965
MCTP1	101.70366422018348	485.84753265306114	93.80534628099177	85.15307272727273	101.87242727272728	131.17323653846154
ATP1A2	80.99656862745103	240.84655	57.9179	29.90702	51.40792499999999	138.411
KIF23	90.79830317460316	0.0	125.48972500000002	186.87023333333335	72.6767	98.44817142857143
PARG	129.82728544303797	179.13573000000002	135.41260441176476	100.89811714285715	156.64780000000002	164.5768981651376
KIT	64.8233	1483.744865384615	97.19985714285714	0.0	803.7916423076921	768.9577655303033
KCNH1	125.972856878307	205.82102999999998	87.52600800000003	40.56210000000001	0.0	162.30143888888887
KIF5C	405.80979737274214	724.4612358490565	552.068636263736	534.5615986301369	190.39260833333333	287.3626571428572
TMEM132A	129.63515477707014	96.87810000000003	62.281729696969705	102.87300727272726	85.31595625	74.86983137254903
DLGAP4	171.65797402135223	124.41899354838712	199.7224059040591	252.45163561643844	152.96923999999999	156.14606396396397
CTNNA2	154.79593300000002	263.69705	166.1727385	128.37644576271185	151.47602352941178	189.81283546511622
FBXO10	102.80342589531688	139.41529047619048	143.07001346153837	106.20532280701755	134.50769166666666	130.1168331210191
KCNH6	21.765952777777773	18.77154	30.124699999999997	12.827525	83.67495	63.1007361111111
ATP12A	0.0	0.0	0.0	0.0	0.0	0.0
KIAA1614	30.563085416666663	0.0	16.37259411764706	24.77788	0.0	50.99435249999999
RNF40	0.0	0.0	0.0	0.0	0.0	0.0
EPHA2	80.29322727272725	0.0	82.4145	0.0	32.7161	60.209966666666666
FBXO11	173.05965257009336	372.5345852941177	157.2317863354037	152.04404745762707	155.3321	195.89498662420382
PCSK6	0.0	0.0	0.0	0.0	0.0	0.0
NCAPG	28.293063157894746	0.0	37.68302631578947	69.99085	0.0	41.72905
SEZ6	89.6775534722222	215.4008322580645	163.6851039215687	201.44582686567165	169.54092500000002	265.28143362068965
RAB3GAP1	153.66489019138766	201.40036774193547	149.26990319634703	169.46485000000004	234.66130555555557	199.1875557894736
PITPNM3	17.89130714285714	83.43828571428571	30.476186111111115	27.88445882352941	23.9393	34.606046666666664
COG1	54.583003061224495	80.6527	32.70369857142856	14.138711111111112	26.8947	41.73562878787879
KIF5B	238.28357952286274	292.3424878787879	209.31517399103146	228.4926303030303	298.24218636363634	276.69947073170744
AGBL1	47.1601	401.4394	0.0	0.0	0.0	5.5156
FAM13A	59.331413294797706	173.36710000000002	50.57421846153847	27.836410526315788	133.16613750000002	138.85925053763438
USP35	132.1746217002239	147.18555714285714	120.12304337899536	122.64787692307692	145.45364999999998	94.49252222222225
OPA1	165.52504143763207	132.4440727272727	183.36004999999994	164.56587799999997	227.1411923076923	151.00083400000003
CLCN1	25.232313333333334	0.0	10.2299	0.0	0.0	62.774300000000004
SLC24A1	98.60488863636368	106.19090000000001	92.95242295081965	88.59499473684208	14.55005	191.2086821428571
GUCY2D	72.66605151515154	232.1840222222222	10.637643749999999	6.831433333333333	140.80663076923076	142.93835059523812
DSG4	27.379414285714287	0.0	0.0	0.0	0.0	0.0
HEATR6	172.03868167938936	248.78840384615384	193.51484117647067	130.1438288888889	346.10589166666665	237.47962009803913
NLRP12	5.6764375	4.43525	5.67605	5.4801	0.0	12.179181818181819
IREB2	105.65852202531644	104.87276923076924	127.0503225641026	136.13595423728813	239.8223875	116.63745563380287
WDR59	0.0	0.0	0.0	0.0	0.0	0.0
EPB41L2	153.9756061111111	234.16815357142858	124.89305393258424	233.70530784313718	230.48534545454547	158.49186583333343
ARMC4	0.0	0.0	0.0	0.0	480.7577	85.6119
PPP1R3A	32.0396	0.0	0.0	0.0	0.0	0.0
PPARGC1B	160.79476195899767	221.20845333333327	190.55741223628678	137.87542040816325	166.1519090909091	178.7246572254335
CASK	131.01502711864407	177.5488958333333	137.59266981132072	108.38675681818182	38.76455555555556	149.8546750000001
PLIN4	29.30082592592593	6.2163	15.743974999999999	6.18525	0.0	81.41231666666668
ZCCHC14	0.0	0.0	0.0	0.0	0.0	0.0
ZNF280D	205.55021536842102	197.8082166666667	167.8440274111675	141.11834545454548	190.16967333333335	160.43683049645398
SNX14	213.59443513513523	188.90328709677416	166.06417566371684	172.16557258064518	135.85035384615384	186.55501005291
VPS11	127.7215815561961	201.89293599999996	169.97817799043062	96.5822311111111	115.90373	160.66304632352944
CCP110	0.0	0.0	0.0	0.0	0.0	0.0
TOP3A	119.55105490797548	181.49286190476192	132.57722469135803	129.13581320754716	149.8387	128.61755765765764
PKD2	215.1378592233011	109.97902799999996	158.7752995495496	158.8961733333334	200.8455733333333	185.81703661971827
TMPRSS9	32.095258490566046	140.28723333333332	31.958492857142854	12.55837	0.0	31.482946428571427
OAS3	142.4317	68.80308	91.46095294117643	99.60650833333334	114.46346666666666	174.24737906976745
CHERP	52.79889999999999	161.3286	29.349458181818182	41.65129411764707	93.50905	30.312115789473673
SH3BP4	106.20471874999996	0.0	135.1737592592593	86.42957812499998	16.4349	272.69139230769235
TMEM67	159.24569443207125	131.66154074074075	159.83271746724895	117.44630363636367	138.34473846153844	136.35965159235667
TLR9	71.0173295597484	220.78991818181814	69.74562537313432	39.931189999999994	68.43786666666666	103.50558999999998
ERC2	360.86203315315294	407.114646875	322.1467709543568	311.8079358208956	484.65170624999996	332.57252780748667
PAM	199.36859047619038	320.2676535714285	149.7305778571428	149.42339583333333	457.16152999999997	325.5879129464286
HIRA	80.89559087136928	102.03804	104.41842323943662	94.52565666666666	37.9613375	88.45592043010754
ZNF618	121.32506284584976	268.51658749999996	207.61154008438814	207.75818888888892	160.56308	148.56283283582084
NOD2	0.0	0.0	0.0	0.0	0.0	0.0
NCAM1	156.15895089285718	403.8994319148936	209.47682738095241	293.2337500000001	623.204825	754.2824744360902
FBXW10	0.0	0.0	0.0	0.0	0.0	0.0
AP2B1	89.44471564748201	95.77885	77.84496597510373	75.43975873015872	115.726345	87.6299312217195
PTPN4	253.18169140767753	157.686724	374.600841697417	319.57304029850735	117.25720625000001	172.02572096774196
GTF2I	632.6247276527329	851.6884096153849	610.7720054744522	714.1023493150684	705.2552192307693	773.4772388059705
RAI14	70.935575	111.99017999999998	159.59222926829273	296.9099446428573	188.9383214285714	228.82730641025637
VPS54	94.83506583629895	131.6498	95.59547226890759	90.75722307692308	153.24515555555556	122.73900537634408
ADAMTS15	114.03744999999999	0.0	0.0	0.0	16.358	13.1302
DDOST	122.6260536269429	173.76353030303034	157.5428105263158	127.13067627118646	514.7765764705882	212.9059965909091
XYLT1	0.0	0.0	0.0	0.0	0.0	0.0
TNPO3	94.64193064133019	178.54452500000002	124.66742190476181	117.15036065573771	154.6920176470588	156.68443611111107
STARD8	65.16767142857142	0.0	112.51145714285714	81.147625	0.0	148.60805000000002
HDAC7	121.99953539192393	124.2578	122.0774282407407	135.95294363636364	290.4343666666667	104.39624424778764
JMY	157.48642378378378	218.97371538461536	141.53682827586212	152.38522340425527	207.03415384615388	157.46958947368418
LIPE	17.251095121951224	27.036750000000005	11.530984210526315	32.475633333333334	32.60565	17.262280357142856
UNC5C	95.70446349206352	132.215075	105.74474100719424	111.33509523809524	345.9890227272727	283.3983935897436
ADAMTSL2	36.67636666666667	42.4129	0.0	193.9112	68.55130000000001	145.36568181818183
PIWIL2	57.93374000000001	7.2623999999999995	94.4953814814815	21.3894875	5.9873	18.676345454545455
TRAK1	186.1475186836519	208.17124814814812	136.79732938144335	121.346225	172.99394285714283	211.12512631578952
AARS	0.0	0.0	0.0	0.0	0.0	0.0
B4GALNT4	19.767230434782608	23.2128	23.604048780487805	24.33045588235294	45.40282857142857	29.712484210526327
AP2A1	49.57659868073878	39.96481304347827	46.14596062176168	53.02985087719298	36.22931333333333	62.30651937499996
EML4	240.24795875706215	147.22395294117644	229.73940920502082	185.91053283582093	540.3467200000001	277.0946695454545
NEDD4L	218.41615547309866	251.3466051282051	157.0872027173913	105.06983921568626	295.14343333333335	165.3058474358974
SEC16B	0.0	0.0	0.0	0.0	0.0	0.0
NFKB1	78.3655871111111	162.97016923076927	55.073786407766995	64.98861578947368	79.0982125	73.85155211267606
LGR4	110.97824700460833	112.04992727272726	94.39600759493673	71.94228666666667	158.90439999999998	96.21773999999998
BCLAF1	400.05956588235307	541.1610255319148	356.00767222222254	399.1094281690141	445.79880416666674	406.3535696850394
CLSTN2	90.83234782608695	104.38845882352942	58.30207619047621	21.4161	170.45669999999998	87.92496666666666
INPP4A	412.5660692047374	307.5303311111112	600.8434407942233	403.8760708333333	470.45413750000006	351.72333483606536
RBM10	160.93654422222224	216.99214827586206	120.08889699999997	132.60312166666668	280.1788058823529	155.58636363636373
OSBPL6	649.567690836013	469.67807674418594	375.14722230483284	269.0181028571429	356.7315809523809	380.30272869565226
FAM160A1	76.51421538461543	23.53132	74.87893333333334	18.435075	156.27675	65.78304705882353
HERC6	106.05032797202797	163.94102	114.00769027777778	81.18593125000002	233.289025	120.07653478260869
CCDC73	19.774626829268293	12.737083333333336	18.082612500000003	41.65569166666667	11.7163	35.21935172413792
RASAL3	16.419583333333332	0.0	5.0118	0.0	16.358	6.414766666666668
SART3	141.06331036414562	201.01902	112.21125705128209	115.17458085106387	93.57615555555554	144.09547039999995
NFATC2	209.3985	6.5916	46.19555	43.5566	0.0	10.5942
ARHGEF2	53.360756060606064	79.91157692307692	59.734886956521734	46.063054054054064	69.39395454545455	66.04123272727271
INPP5J	83.22224689507495	62.84548749999999	89.30254672489082	62.23994736842105	79.90896249999999	58.57518314606742
PCDH8	0.0	0.0	0.0	0.0	0.0	0.0
RBM12	86.46961073825504	116.22852666666668	74.27874025974023	60.01954347826088	87.78724000000003	82.11434333333337
SGSM2	232.6111152777778	260.0319	219.55740978723398	285.0481388059701	317.1722086956522	365.53826738197415
ACTN4	39.49435833333337	45.40612380952382	38.20657318435755	47.952490196078415	32.13904666666667	34.281837209302324
GRIN1	76.75869684763578	134.41682599999996	86.75986468401481	63.11633055555558	143.19678399999998	188.14785186567153
GRIK3	141.39255	25.3542	117.25753272727265	66.3124	0.0	0.0
AP2A2	107.56746141906872	159.705634375	93.08248789237659	101.19550166666667	151.3037294117647	109.41542953367875
STK10	85.31825354330708	58.77768000000001	85.85081020408163	128.3151357142857	159.26153333333335	71.43960263157894
MAP1S	56.44288643533118	118.95274347826089	78.40548451612902	47.17695576923077	145.22858	81.51276165413533
PPP1R10	132.64697413793104	243.7226885714285	102.5205955974843	116.9510771929825	115.02423333333337	119.19992137404577
USO1	204.7074499017681	307.18946538461546	179.55839461883411	127.26878688524592	125.88579166666665	168.1808445859872
DIS3	145.5656094736842	208.73575	95.6143867346939	109.12192702702703	280.92510000000004	146.7680935064935
TEX10	60.390642125984265	104.86336315789472	51.022192372881364	51.457667741935495	95.07735555555556	69.16819838709674
DDX42	213.17805118577053	183.87076571428574	184.225722457627	220.1945149253731	196.56044375000002	187.76550797872338
GRM7	103.18001162790699	99.01256666666667	473.00767912087883	283.96825833333327	256.2569705882353	119.39853061224494
ROR2	0.0	8.6753	84.8186	47.15085	164.81334999999999	95.30373333333334
DENND2A	32.45748	163.18215	9.9275	77.23103333333334	146.72304000000003	100.65597499999997
NLRC4	38.41274594594594	108.4605	33.573646153846155	66.97211250000001	27.5307	11.84157142857143
PLK4	35.25782596153845	22.18394	38.81828196721311	14.12221	64.427	36.34305882352942
EPHA8	55.54702258064517	0.0	92.3859737864077	91.1206	56.925149999999995	86.3705125
NLRC3	0.0	0.0	0.0	0.0	0.0	0.0
MAP3K10	39.130914137931015	79.66082352941176	29.64542189781022	30.1901425	30.795511111111118	37.45308715596332
CLSTN3	162.53373194444447	139.89847249999997	210.77223490909097	193.7300164383561	296.67909999999995	259.4188571428572
SAFB2	203.78583010752686	167.90609772727268	178.08556549019616	177.0960647887323	188.1891411764706	169.88662692307705
AP1B1	93.5859949367089	96.02836896551723	84.66585963302747	65.65577924528301	101.00034666666666	96.91087528089882
HACE1	114.00504053156139	152.19561249999998	90.67663166666665	92.55468888888888	78.76663333333335	139.9032446601942
SCYL2	103.4255458333334	100.02283124999998	83.14893431372548	71.54518333333334	103.2315	143.4035810810811
OSBPL1A	287.1064634517771	284.23857906976747	143.0751966981132	236.70208676470588	231.19122857142855	140.13627706422017
GANAB	82.64821671232876	79.85397083333334	85.08569251336897	66.88796600000002	52.565990909090914	93.43871428571425
ZBTB41	83.69298382352943	284.64145454545456	108.46931509433959	57.366225000000014	303.22365	131.35405869565216
RB1	87.12964709897608	61.24924000000001	87.7970503649635	87.33116086956522	75.48669999999998	97.70918
CD101	13.964933333333335	4.9461	0.0	0.0	0.0	147.044225
EXTL3	68.43707883597884	129.43070476190474	83.28723762376238	82.66997500000001	82.96329999999999	88.65272755102039
UNC5B	68.05804915254235	190.47103181818184	157.48888558558548	127.24760606060607	286.772	187.93012232142854
NRP2	44.17865625	105.78950000000002	54.291444444444444	139.66775	339.7475565217391	189.6733336956521
ULK2	277.5106149090913	264.5132970588235	213.608634334764	266.2367142857143	255.73519285714286	200.32962874251507
BBX	206.34647783375326	254.52823999999998	246.4984857142857	207.27115000000006	82.8127	181.35165312499998
EIF3C	0.0	0.0	0.0	0.0	0.0	0.0
GRM4	277.1622519031141	96.39397692307692	425.7035661764707	434.6703402777778	297.41025	260.43971097046415
SRBD1	101.11908862559243	135.5366181818182	113.7303144927536	102.7557652173913	194.87635555555553	190.16745054945054
TRPC6	11.7978	0.0	0.0	0.0	246.0092	194.0042888888889
IQSEC1	356.6936028764806	283.5953369565217	250.00942339622645	295.3266897058824	230.96730000000005	241.94808512396688
