	Inh_L6_LAMP5_C1QL2	Exc_L3_5_LINC00507_SLN	Inh_L1_SST_CXCL14	Inh_L1_2_VIP_PPAPDC1A	Exc_L6_FEZF2_CPZ	Exc_L4_5_RORB_HNRNPA1P46	Exc_L6_THEMIS_C6orf48	Inh_L3_5_SST_MAFB	Exc_L4_5_RORB_LCN15	Inh_L1_VIP_TNFAIP8L3	Exc_L5_6_FEZF2_CYP26B1	Exc_L6_THEMIS_EGR3	Inh_L4_6_SST_MTHFD2P6	Exc_L5_6_RORB_LINC00320	Oligo_L4_6_MOBP_COL18A1	Inh_L1_VIP_PCDH20	K1	Inh_L1_2_PAX6_SCGN	Exc_L6_FEZF2_FAM95C	Inh_L5_6_SST_TH	Exc_L4_5_RORB_RPL31P31	Exc_L6_FEZF2_TBCC	Astro_L1_FGFR3_FOS	Exc_L4_5_RORB_AIM2	Inh_L3_4_PVALB_HOMER3	Exc_L5_6_THEMIS_GPR21	VLMC_L1_3_CYP1B1	Exc_L2_4_RORB_GRIK1	Exc_L5_6_THEMIS_IL7R	Inh_L3_VIP_CBLN1	Exc_L4_6_RORB_HPCA	Exc_L4_RORB_CACNG5	Exc_L3_4_RORB_FOLH1B	Inh_L1_6_PVALB_SCUBE3	Inh_L5_6_LAMP5_SFTA3	Inh_L1_6_VIP_RCN1	Exc_L5_6_FEZF2_RSAD2	Exc_L3_5_THEMIS_UBE2F	Exc_L2_3_LINC00507_RPL9P17	Exc_L3_5_FEZF2_ONECUT1	Astro_L1_6_FGFR3_ETNPPL	MP	Inh_L5_PVALB_CNTNAP3P2	Exc_L6_FEZF2_VWA2	Inh_L1_6_LAMP5_CA13	Inh_L1_3_VIP_SSTR1	Inh_L5_6_SST_ISOC1	Exc_L3_THEMIS_PLA2G7	Inh_L1_3_VIP_ZNF322P1	Inh_L2_4_VIP_LGI2	Exc_L5_6_THEMIS_THTPA	Inh_L1_4_LAMP5_DUSP4	Exc_L6_THEMIS_LINC00343	GABA3	Inh_L1_6_VIP_RGS16	Exc_L6_FEZF2_P4HA3	Inh_L1_4_VIP_CHRNA2	Inh_L1_3_PAX6_NABP1	Inh_L1_3_VIP_CCDC184	Inh_L1_VIP_SOX11	Exc_L3_LINC00507_CTXN3	Exc_L3_5_THEMIS_ELOF1	Inh_L6_LHX6_GLP1R	Inh_L1_LAMP5_GGT8P	GABA2	Inh_L5_6_SST_KLHL14	Oligo_L4_6_OPALIN	Exc_L5_FEZF2_SCN7A	Inh_L5_6_PVALB_STON2	Exc_L4_RORB_BHLHE22	Inh_L1_2_VIP_RPL41P3	Exc_L5_6_THEMIS_TMEM233	Inh_L2_4_PVALB_C8orf4	Exc_L6_FEZF2_ETV4	K2	Inh_L1_LAMP5_NDNF	Exc_L5_6_FEZF2_MYBPHL	Inh_L2_5_VIP_TOX2	Exc_L6_FEZF2_SLITRK6	Inh_L4_5_PVALB_TRIM67	Exc_L4_5_RORB_LINC01474	Exc_L3_5_RORB_HSPB3	Inh_L6_SST_NPY	Inh_L1_2_PVALB_TAC1	Exc_L5_6_FEZF2_CABP7	Inh_L2_4_VIP_DSEL	Exc_L3_4_RORB_RPS3P6	Exc_L5_RORB_SNHG7	Inh_L1_3_VIP_GGH	Micro_L1_6_C1QC	Inh_L1_PAX6_GRIP2	Inh_L1_6_VIP_PENK	Exc_L3_5_RORB_CD24	Exc_L3_4_RORB_PRSS12	Inh_L2_4_SST_AHR	Exc_L3_RORB_CARTPT	Exc_L3_4_RORB_SEMA6D	Astro	Inh_L1_3_PVALB_WFDC2	Astro_L1_FGFR3_MT1G	Micro	Peri_L1_6_MUSTN1	Exc_L4_5_RORB_ASCL1	Exc_L5_6_FEZF2_ANKRD20A1	Inh_L2_6_VIP_VIP	Inh_L3_6_PVALB_MFI2	Inh_L1_VIP_PRSS8	Exc_L4_RORB_CCDC168	Inh_L1_ADARB2_ADAM33	OPC	OPC_L1_6_MYT1	Exc_L6_FEZF2_TBC1D26	Exc_L3_LINC00507_PSRC1	Exc_L5_FEZF2_MORN2	Inh_L3_6_VIP_KCTD13	Endo_L2_5_CLDN5	Inh_L1_3_VIP_ACHE	Oligo	Inh_L5_6_PVALB_FAM150B	Exc_L3_5_FEZF2_DCN	Inh_L1_PAX6_CA4	Exc_L6_FEZF2_KRT17	Exc_L5_RORB_LINC01202	Inh_L6_LAMP5_ANKRD20A11P	Exc_L3_5_RORB_CMAHP	Inh_L1_5_VIP_KCNJ2	Exc_L5_FEZF2_DYRK2	Inh_L1_ADARB2_DISP2	GABA1	Exc_L5_6_THEMIS_OR1J1
NEURL1B	9.2462	32.3677	0.0	0.0	30.1088	84.4248	5.8054	88.8694	49.8193	0.0	46.1854	1.3781	38.4812	0.0	12.4834	10.913	37.6181	13.8692	61.3075	0.0	29.1954	44.6184	0.0	51.1067	33.518	43.2446	0.0	42.0743	143.0695	0.0	77.9062	57.5582	38.7116	9.6321	42.8322	29.8207	35.7014	37.2317	46.1719	57.4276	0.4603	44.175	1.8957	52.2328	52.5116	8.1233	51.6627	39.8275	4.3459	39.3153	44.6735	3.7	53.2896	0.0	0.0	10.2714	0.0	0.0	0.0	0.0	18.947	17.5739	0.0	0.0	53.7852	45.1486	81.7758	33.4287	0.0	43.9243	35.9213	52.3206	1.4287	67.3125	41.5339	30.5266	63.8338	31.5566	53.6866	0.0	36.2833	68.2412	0.0	0.0	98.7883	0.5436	29.8973	36.5329	0.325	0.0	0.0	13.3327	73.0837	52.5914	0.0	46.9155	55.4186	0.0	0.6556	0.0	0.0	151.0976	42.4653	38.5196	1.7915	54.0289	0.0	35.7137	0.0	0.0	95.0942	39.7979	53.9323	35.6478	0.0	0.0	0.0	7.8542	19.5754	53.2089	11.9915	40.4119	35.2148	0.0	66.9539	40.0031	64.1098	91.0258	0.0	13.1785
NEURL2	1.78	29.9289	6.294	13.4021	10.1906	26.059	15.1544	21.6026	22.0921	15.0923	5.2185	15.806	18.0695	16.3297	3.2926	0.0	1.9315	11.6147	13.2635	12.3277	20.0292	19.7024	0.0	1.1697	27.6614	15.7245	0.0	20.2672	19.4398	24.3701	27.4855	53.9213	21.513	16.2283	49.1801	18.2741	9.0556	5.8861	24.0694	36.1659	28.1268	15.8986	17.2862	27.0216	8.0409	27.9996	21.814	24.4176	38.9946	0.0	7.7745	16.1174	19.3838	0.0	94.0626	0.0	22.3374	36.674	40.9134	0.0	25.476	6.7911	27.3771	0.0	10.7019	38.9359	38.8194	24.1873	17.29	32.3605	64.5599	31.3556	26.769000000000002	2.908	17.7426	6.6511	32.855	20.3417	4.1941	11.9892	24.5399	20.7835	31.7266	0.0	15.2982	4.6469	23.9776	12.677999999999999	39.7199	32.7432	6.8472	0.0	22.1218	21.9198	32.0745	19.9526	24.1495	79.7933	14.6165	31.9773	0.0	0.0	0.0	25.9965	39.503	52.2424	81.5287	32.2052	23.2147	0.0	80.3447	7.0363	16.7821	1.9728	80.6929	164.7726	44.8636	3.4551	28.3399	19.2547	2.884	12.8613	20.1619	0.0	24.6884	36.6502	0.0	0.0	8.4193	0.0
NHLRC1	25.3174	25.9876	3.261	92.5105	40.2498	11.5937	47.3542	53.2158	62.7227	85.2116	67.3247	63.3643	53.74	84.8435	235.3537	0.0	1.9805	88.6375	37.9315	0.0	46.6316	54.6193	48.0016	9.8062	95.764	99.8811	0.0	63.2347	58.8139	51.2095	70.3468	78.6906	52.2548	28.9308	14.1636	93.0472	77.0672	44.7272	60.3004	0.0	75.736	29.9939	92.5304	48.6568	15.1905	8.7734	66.44	54.5609	139.5146	12.8829	85.3469	108.4406	44.0355	3.9527	26.6133	5.2789	0.0	0.0	0.0	0.0	58.7384	43.7225	0.0	0.0	0.0	0.0	73.7376	23.677	82.4753	37.3136	0.0	60.3596	70.8066	67.4094	155.5569	69.53	72.2836	0.0	65.8167	0.0	54.2359	78.1217	0.0	0.0	0.0	0.0	8.0484	33.3657	46.6992	44.9481	0.0	439.0424	8.0377	43.2584	37.286	39.4924	59.2206	0.0	30.0583	0.4055	0.0	0.0	3.3408	63.805	49.4832	0.0	0.0	112.5376	10.5727	0.0	111.9749	16.4498	92.458	33.283	0.0	0.0	41.0896	20.7114	0.0	2.1543	87.4247	68.469	35.45	0.0	25.7675	44.8933	1.3707	45.2633	39.802	0.0
NOSIP	99.5039	52.6437	54.9154	58.7714	47.573	61.3056	69.0287	69.6044	44.8411	50.2307	51.7619	54.0899	65.0163	39.5796	61.8622	45.1877	45.3229	54.6398	44.0944	42.766999999999996	53.6293	50.0092	115.8588	65.9719	62.0579	54.8282	456.7605	52.0026	61.5301	55.9054	61.6302	46.9232	40.7583	50.5374	73.7525	54.7295	67.4193	55.0494	44.5665	49.383	69.5469	40.785	56.4655	50.8602	48.9623	59.358000000000004	56.1224	44.1856	56.6303	45.5601	52.3584	59.5916	44.1485	37.6362	73.59	26.4198	36.4387	79.5164	89.3324	44.6843	50.9422	52.3969	54.342	61.856	40.4048	57.6604	61.8773	44.193000000000005	56.3826	57.4091	50.6728	37.7917	54.7262	51.0604	51.8744	68.0637	56.1765	41.9371	44.0804	32.4046	49.9385	43.0645	31.6888	2.0233	86.7287	68.4862	55.106	42.3329	56.3858	55.6663	140.3288	41.0531	53.3321	47.4623	84.0242	39.9807	53.0284	32.2328	54.8835	61.0437	7.797000000000001	69.5545	39.3751	49.2908	78.2589	94.3411	49.8745	53.8693	63.8701	0.0	61.7463	57.868	38.3725	36.1175	37.3423	136.3062	51.9504	75.12899999999999	81.6112	58.9525	52.7641	47.7026	54.3956	2.7122	61.1682	72.4304	86.8397	70.1123	43.3016	52.6592
OSTM1	93.1882	76.1967	103.6399	78.00399999999999	78.3675	93.509	80.554	96.8756	76.1583	109.1526	97.9098	74.8501	93.2805	94.8053	80.7726	129.1848	107.9487	99.2188	62.3146	97.0954	79.9362	77.442	118.1871	112.7561	78.9984	74.3296	0.0	81.2796	82.1662	92.0591	72.0616	82.2111	79.8296	81.9247	92.3485	153.134	88.6203	80.685	73.9632	83.0602	72.2543	78.128	92.4329	71.2548	118.324	94.1221	98.3401	73.5868	99.387	108.4675	45.6682	110.9353	77.0198	81.4026	109.3267	89.4317	86.1908	96.7427	117.844	140.0469	83.366	84.0067	149.30200000000002	107.1655	63.9503	109.5702	100.4876	83.4684	93.0066	86.7237	147.0674	82.1359	97.4074	85.0439	79.7598	138.8464	79.8256	100.5305	97.4046	109.2727	80.2002	71.4858	80.3011	102.4635	96.5863	95.3693	83.3292	83.5541	70.2512	126.6234	150.7751	126.0696	63.9407	76.7853	78.0498	84.8553	76.0296	132.9544	96.6582	61.7501	15.4624	68.7597	112.1665	81.8115	118.4028	56.1229	128.9339	91.5695	116.1212	43.073	87.3891	55.8604	65.3148	80.0987	107.8118	178.1469	135.0968	57.8625	69.807	86.2695	111.45100000000001	82.9637	88.3171	180.7977	83.8011	112.4096	83.4127	235.9962	108.7263	107.2488
PAXIP1	22.0005	43.7157	50.8272	119.1955	46.5833	45.4619	43.6754	55.6537	40.080999999999996	33.5973	50.6369	38.6081	39.2695	38.9121	38.5986	70.8146	40.9262	76.4051	35.8714	35.3379	41.3437	40.2031	65.5506	37.9509	51.7695	43.03	2.4652	35.4458	50.2581	70.3817	47.4126	43.5931	45.2121	34.9049	60.5217	2.5205	34.3409	29.5983	44.9183	155.2493	32.8397	33.0238	41.4559	40.9651	37.4859	35.7907	40.4062	31.7533	41.6707	96.9976	73.883	58.0084	41.9899	48.1863	90.061	23.8783	25.6729	39.7447	2.253	23.558000000000003	34.2259	38.0595	49.2592	36.4706	25.6586	44.8716	59.0713	17.2993	33.2733	45.1933	40.933	48.4848	40.4655	47.7005	26.4749	44.9048	42.3387	70.8495	58.865	65.0773	45.5336	65.3583	19.6726	27.5527	60.7252	84.8391	31.3982	46.8207	29.2906	26.3545	54.1092	36.8527	18.6113	39.8702	18.8819	47.5323	38.9556	73.334	32.5586	61.2	0.0	181.9381	61.5547	38.3575	49.2981	60.7516	36.7488	42.7611	69.0881	2.1979	54.118	48.7053	43.6791	24.2661	50.1492	52.0867	65.5315	58.3008	35.6981	12.9435	50.5692	44.0342	43.8789	90.6226	45.6536	53.4368	31.0772	5.2339	20.6207	31.7328
PCGF1	42.5371	44.8737	58.1742	84.9515	55.4603	60.2	48.9282	67.3117	59.3126	42.9062	67.6014	55.9371	65.1887	46.5701	77.2271	62.354	53.5399	56.7935	56.0601	61.4746	52.5415	57.5892	86.7421	57.2905	68.8632	53.2494	194.5831	58.9731	58.3078	60.6444	57.4304	65.9636	40.4207	68.0262	60.5564	85.8605	73.2246	69.3895	56.3656	96.7319	66.0699	44.4769	65.5593	46.84	70.7351	67.9432	50.4867	54.3461	87.7923	90.8754	53.4642	73.0378	46.7669	26.7559	76.7596	84.1232	65.4257	60.6816	121.7757	130.92600000000002	54.6373	53.8866	73.0462	106.0106	86.345	106.1829	88.5499	40.5004	56.6377	71.4131	41.4113	51.4118	55.6095	54.5597	35.6649	66.4982	57.2824	56.1644	56.6828	75.3772	62.522	60.5342	51.5377	60.4986	27.7754	64.8897	96.8869	47.1662	78.5017	59.2729	70.3411	79.2057	50.1864	63.5865	80.7237	47.4522	56.9446	19.7616	65.6874	41.3784	42.9326	51.4733	80.094	49.6421	72.6811	66.5105	70.682	57.0029	66.6498	91.4762	65.2158	66.8743	60.943000000000005	58.0803	69.8861	193.0069	103.5357	62.1978	62.1581	64.8845	75.4071	57.3851	53.7557	64.5801	68.5777	66.1781	83.9797	64.0872	77.7914	49.1871
PDLIM2	96.51899999999999	24.6766	53.8092	51.1411	28.0363	38.9712	25.4844	40.1867	31.730999999999998	1.405	26.3792	33.5915	35.1284	47.4381	28.9179	51.2578	23.3565	0.0	34.2203	26.0931	37.3379	18.4034	3.6919999999999997	72.1085	30.18	32.213	85.3542	36.6777	57.4968	52.9365	44.7675	32.4906	36.0567	38.301	26.4076	90.5012	63.815	35.319	34.2814	14.5848	48.6631	29.217	36.4464	35.0863	25.2899	33.1585	43.6854	41.2652	49.5298	43.4755	25.2323	34.6832	33.5781	0.6949	51.3799	0.0	41.8563	103.4237	75.9233	0.0	37.5512	35.5719	64.1829	0.7026	23.7709	11.5227	29.4892	19.2609	34.9095	42.8327	42.5579	35.7691	39.9721	19.9391	28.3151	39.9753	23.7499	52.6683	28.6292	47.4981	40.2813	49.1384	22.3171	0.0	0.0	31.7781	39.5429	32.3876	46.9726	56.8601	59.9544	0.3704	45.0982	36.2954	35.0277	36.5274	35.9503	48.8724	47.4162	23.5346	0.3778	86.1558	14.2179	36.6528	49.9044	0.0	42.9066	39.878	36.2311	37.236	40.6728	42.7156	32.3823	25.354	42.2561	64.7772	60.483999999999995	29.1479	44.6697	59.0986	54.1975	22.1877	38.3058	0.0	53.6011	24.0485	67.7352	63.9077	42.6085	24.1655
PDZRN3	54.4673	43.5842	32.0607	49.1943	7.6029	56.6142	61.184	65.3767	44.7453	37.8766	35.4248	53.7331	70.2268	53.4034	36.5264	54.2421	27.5805	59.2795	1.3254	52.4376	52.4543	0.6153	98.5713	63.4957	50.8168	60.8501	187.6661	49.1743	67.2885	79.0167	67.9053	61.9646	41.6152	64.9592	47.0388	81.8802	28.941	32.2204	40.2753	0.0	81.9236	30.304000000000002	46.6975	13.3658	46.743	53.9472	65.5916	29.2808	46.7086	0.0	63.1188	61.7264	47.0126	64.3632	53.0161	0.0	73.916	20.1913	0.5346	95.2262	38.8307	29.6941	54.2147	21.2381	64.8524	42.7381	61.7947	17.4115	51.1786	59.1562	65.5075	47.1311	47.0414	72.6211	8.1066	58.3913	38.2582	61.8898	34.091	62.5739	50.2066	57.3149	133.0661	41.0128	0.0	94.8604	55.3512	36.9354	47.5748	0.9361	61.0934	60.6727	62.4264	51.9635	62.9772	44.4931	43.8381	226.2505	51.607	61.9414	0.0	72.4905	35.3012	0.0	49.4868	90.7161	39.2269	52.9738	75.0933	174.43200000000002	0.4612	51.5426	43.7158	14.3197	84.7983	52.8873	61.5125	0.3077	65.1771	0.0	49.3666	48.2081	46.4329	82.8863	52.6888	70.1273	0.0	46.6622	64.1268	67.2314
PELI1	44.7277	64.6359	76.437	158.4726	76.4591	55.4484	81.1728	77.8408	65.4595	75.4285	61.5501	64.5881	72.7455	71.5789	86.6366	34.855	78.2553	192.7239	75.6382	35.1364	71.419	70.7036	27.6436	111.1187	66.4058	99.1027	0.0	66.887	83.6948	65.569	63.5598	94.8749	68.842	89.9521	96.4518	91.8254	42.744	69.957	74.5411	123.7914	54.9092	62.1537	62.4252	66.3062	62.8912	114.4733	33.6309	51.0151	108.5159	76.4328	95.2071	64.9397	81.5696	202.4848	105.1858	103.8714	87.7469	34.5308	162.4865	92.572	59.7574	61.6215	105.2773	39.9476	96.91799999999999	103.831	114.8032	68.2592	57.748999999999995	71.9051	61.5047	97.4772	71.9503	81.066	32.8012	53.6071	78.7753	106.03399999999999	86.4677	196.9102	77.4455	62.5875	167.3853	26.1453	27.7667	77.6043	100.859	78.5224	86.9328	163.0426	84.0856	161.5379	102.4809	65.7914	113.7295	74.2362	66.6487	24.3326	65.7115	85.5251	106.5229	20.4368	73.7592	70.5194	72.9233	123.7618	62.4332	110.9133	87.9608	235.6983	86.4866	78.4097	82.17399999999999	73.5461	41.7432	246.6365	81.6102	120.7115	85.0705	67.5859	81.7337	104.2531	60.2353	205.9793	78.1561	78.9936	133.8009	132.4299	53.7409	75.5566
PELI3	25.3767	43.4379	47.4367	87.6713	38.5715	47.5442	20.7691	57.563	47.4492	68.9016	55.4048	50.5403	45.8928	34.2169	30.1815	24.8841	43.3984	60.5468	45.6159	29.1368	46.2401	40.3749	32.9606	56.2257	47.5123	38.8824	0.0	45.4827	48.0429	38.6127	44.4211	56.2622	47.9187	89.2428	55.2549	54.3607	56.1909	43.1075	44.3896	55.211000000000006	17.1295	41.1104	52.5819	46.3724	46.7805	45.2944	55.5894	53.2667	63.3299	41.7424	29.5068	55.9206	39.6953	25.8428	58.7069	27.1981	45.3816	43.5203	6.4153	19.2434	57.7944	49.9284	65.4177	32.381	20.1924	101.1366	32.8942	30.979	50.2049	51.6111	65.4442	37.6399	58.8624	43.4553	31.0739	42.3245	45.8308	74.4773	50.8311	65.5881	51.8638	39.8784	48.6144	41.0881	22.4988	69.9584	46.6917	45.4403	59.5693	28.4549	40.4214	64.5479	46.8849	43.482	43.8005	56.7258	85.4321	47.7062	56.4201	21.1381	233.0956	0.0	56.3025	43.474	78.5562	54.5415	51.6922	40.9921	50.5501	68.0349	118.9466	51.7366	51.4598	27.8601	47.048	46.7385	31.1168	30.1482	61.0122	44.7797	40.6437	39.3056	51.9712	0.0	48.3744	40.967	35.1134	84.0307	43.3208	62.4292
PEX10	3.3774	24.4307	35.1584	0.0	20.5349	23.471	13.1092	34.9588	20.1441	51.0913	32.0985	21.25	61.9011	18.0044	143.7749	25.1356	46.763999999999996	26.6618	27.5693	36.9715	27.5337	39.2203	45.8963	0.0	38.3062	23.8972	0.0	21.9419	27.5442	95.551	47.9778	47.8569	28.708000000000002	0.4333	42.9245	2.528	43.0743	7.8954	20.0736	0.0	14.03	19.0487	35.5478	24.6776	12.7879	24.5006	30.7328	10.547	26.7033	33.1811	8.1607	44.3493	23.9435	1.796	21.1403	1.2179	8.9821	47.1179	0.0	30.8788	14.526	26.3666	3.0439	49.2457	41.3793	75.0208	63.6256	45.7253	24.5532	33.984	10.1592	16.7763	39.9877	22.7023	0.0	40.3306	36.4068	35.4307	34.1621	42.6462	26.3	5.401	0.7663	57.8758	2.1844	46.1657	45.0974	25.3733	26.99	12.958	68.1406	72.1746	24.4595	18.0282	17.2603	29.3627	18.1832	4.9209	45.0319	13.8796	0.0	38.605	6.0029	20.5079	57.8042	13.3531	13.1663	35.978	39.4802	0.0	84.4497	47.0895	21.2262	23.2129	62.3905	103.1254	16.5166	2.7413	47.8478	0.0	20.2102	30.0069	31.3522	0.6782	40.2588	36.5061	0.0	66.4897	29.6361	80.4326
PEX12	53.9397	61.2043	138.8595	112.6643	80.3374	78.8892	84.1423	130.8505	47.5137	50.2737	75.0658	60.2584	49.299	51.5561	74.0626	109.09	35.1505	43.0565	60.4272	45.5657	61.3402	86.95200000000001	243.3725	80.2996	76.5491	39.3576	291.8522	60.1061	54.9648	73.0021	63.347	97.3328	41.3351	76.3965	74.68	144.3136	57.2529	39.5418	68.6471	43.681999999999995	53.4994	31.4772	92.0997	49.8653	78.2397	31.9753	58.5425	63.7664	54.9321	92.6481	74.0855	91.6186	47.6839	29.1837	123.8529	0.0	65.5042	24.0687	45.5816	286.4132	61.7825	62.5141	76.9333	27.5044	51.2714	49.3482	93.4948	17.3131	74.9748	77.6736	95.8365	36.839	88.8328	66.4312	31.6563	78.8417	81.9975	88.5147	46.111000000000004	127.6545	85.2811	95.6625	84.6051	19.0919	65.2566	64.0444	45.1524	58.1427	133.7142	87.2252	89.25200000000001	11.6117	88.8843	63.4209	73.4506	54.4883	54.103	0.0	48.2519	215.0687	0.0	118.6255	43.8626	57.6994	67.9168	33.1587	47.0247	60.0929	39.7344	30.9629	103.898	61.0975	51.5034	48.7637	111.7423	0.0	74.2363	62.4221	66.2044	50.2594	87.8263	60.6367	68.3046	0.0	75.3756	106.9357	102.191	20.2896	22.9914	93.3031
PIAS2	86.6876	182.7578	84.5266	137.1108	143.2069	126.359	181.7328	100.7669	158.7424	132.2787	118.3451	116.7075	108.9157	172.8204	72.5702	160.0663	177.2745	154.0758	137.6974	112.8964	130.0721	124.4253	67.8116	111.3719	133.6698	146.7557	161.9587	134.3376	142.697	95.5216	103.8219	126.9157	198.0528	138.2077	111.4304	151.1511	149.8988	181.1951	142.4697	244.9444	75.719	154.2853	147.8616	160.9992	115.3155	119.039	122.3351	217.8496	121.9206	126.0056	153.1725	107.8104	146.5162	182.4002	100.7187	162.1614	120.8513	136.0566	206.1384	134.0308	172.7305	146.5559	145.8545	120.6673	162.1903	141.9923	86.0673	191.2583	170.955	106.6488	108.3331	150.7025	135.6429	163.2659	129.2239	94.6442	133.3368	116.7608	105.5635	127.2292	127.4215	145.3919	94.6237	138.6441	149.9721	139.0975	115.0352	195.4283	97.3354	97.186	154.0342	147.615	170.6605	137.4222	125.25	161.2424	151.3547	150.908	118.4214	79.2137	59.1231	468.6305	105.0541	157.4493	122.4431	95.2334	108.613	105.6819	108.6939	94.5814	100.8451	150.6135	177.9712	169.1834	129.3143	74.5995	134.6908	85.1074	149.157	183.0345	124.5583	138.9749	123.7291	163.0424	116.7378	129.7015	147.9182	98.0265	145.665	108.7925
PIAS4	8.2768	14.4897	38.2205	19.2079	24.2881	17.1619	12.4395	23.8427	20.7983	20.9476	40.8999	18.6625	23.6323	17.308	31.675	12.870999999999999	12.0867	8.4683	20.579	13.0889	18.3911	17.6481	13.0306	8.3868	18.2203	17.0782	49.3036	17.7146	17.3985	22.0382	20.776999999999997	22.4597	19.3392	7.3976	16.7213	15.7784	27.7556	16.1178	18.9065	8.2239	22.7365	17.032	24.5347	24.7645	14.3318	16.345	30.0653	13.2219	13.4441	27.0393	27.3415	20.5012	19.4326	12.5754	27.9756	26.5055	31.8367	16.9246	3.6746	11.9904	19.0384	17.8135	22.8136	20.4543	16.5337	15.3243	27.0477	17.9136	22.076999999999998	19.069000000000003	8.199	19.473	12.9668	26.002	28.8999	15.3828	17.6878	29.6326	11.9937	24.0978	18.5983	19.0905	9.908999999999999	6.6949	14.5459	12.9132	15.8485	16.4567	28.7139	29.1726	16.4641	26.9802	17.5837	23.0631	31.8887	15.6947	21.3867	35.6526	14.5855	12.9374	0.4976	1.0557	21.4795	18.0009	19.6634	25.4588	14.2889	12.3308	23.5219	3.5081	28.0494	29.2687	14.4212	13.1037	11.0828	2.4709	13.3076	27.9905	16.8729	11.958	8.9915	13.9935	16.1912	13.6285	24.6028	22.976999999999997	22.9092	11.0217	17.7402	15.5143
PJA1	79.5462	78.931	76.8017	178.75400000000002	68.9746	86.5919	76.3322	83.6391	70.0096	154.7827	90.3975	89.3393	76.9975	87.4088	82.7941	126.5595	62.5284	65.2355	85.9237	86.8048	80.1337	75.5852	153.3884	91.6718	71.0321	81.077	0.0	68.4434	97.4726	109.0893	93.7107	77.0129	52.9667	85.0964	84.679	100.6771	46.1607	72.721	79.7614	155.6003	126.2732	36.0562	62.6218	57.2551	83.5163	89.3267	96.8569	112.5405	93.4788	80.7865	86.4433	100.4262	71.8564	54.5401	68.8124	94.6425	96.3613	76.0687	121.6598	126.7619	88.2	62.8634	85.6227	101.7276	54.5825	70.0933	90.9374	45.7871	65.1899	73.4917	84.4239	63.9335	62.4202	72.2396	57.7745	83.3994	81.0568	99.5089	78.1819	75.9926	70.9615	66.7399	83.7035	148.8931	46.9096	98.995	103.846	71.6164	100.0413	45.2739	92.5301	102.4945	95.4412	68.375	74.3863	74.821	73.9636	29.1756	74.8325	507.8782	0.0	88.3647	84.1988	64.2829	84.0931	181.0202	82.1204	66.6533	85.0008	0.0	107.1985	47.2984	71.4359	48.4097	113.6149	83.5719	91.4054	89.5561	90.1123	107.2136	49.3561	75.9326	71.0597	93.8218	90.7389	75.3303	81.1272	119.1566	118.2041	50.3196
PJA2	209.1632	278.93	188.9208	188.0399	292.9361	273.9629	243.7551	172.9703	292.9293	196.2468	230.535	517.0077	196.1793	259.7522	118.5966	324.7924	331.8549	313.1312	233.8444	322.6692	346.9879	447.8743	154.30700000000002	246.2207	230.9195	233.7121	799.3786	308.6315	223.9879	189.2608	457.2138	233.9538	290.9892	325.2342	246.2879	253.9614	220.1549	348.3788	243.3013	234.3844	139.6852	346.2535	196.5109	277.0466	227.3865	214.1472	296.6781	295.2703	203.7845	210.7817	228.4515	243.5242	291.6985	172.3119	245.0294	319.91700000000003	172.8686	182.2827	212.50599999999997	251.3369	342.3517	370.8319	268.6693	166.5068	334.1824	264.8083	132.2078	267.9491	190.5269	302.39	272.9028	244.3033	223.4037	260.1445	337.6036	216.627	207.2313	229.4613	409.2813	200.2516	248.5003	233.1028	265.2755	291.387	297.9854	179.6027	316.2565	356.6615	219.8206	147.8482	220.4151	235.81799999999998	269.1149	285.4647	203.0102	258.1269	237.5076	148.6338	216.7356	160.5219	206.2459	203.3155	264.7863	236.15900000000002	252.3217	247.0585	270.7364	286.6348	206.4135	102.0247	109.9837	250.3419	287.573	317.5053	300.597	211.7287	234.1651	155.3462	211.4381	191.0738	218.8157	257.5611	276.9866	205.3207	234.4618	245.9496	254.09	323.8708	505.781	363.5461
PPARA	54.7678	1.4392	51.1601	58.2659	68.6411	0.6003	9.642999999999999	35.2007	2.617	33.8005	16.5629	40.7392	14.1067	5.7135	86.3408	30.82	43.0288	0.0	12.7976	59.9913	4.2724	21.6099	65.7393	0.0	61.795	6.5125	0.0	29.444000000000003	38.7055	98.6195	0.9435	3.3358	32.3301	81.0684	46.6301	15.6784	235.4597	0.0	23.7442	60.9971	84.0024	47.0058	63.7766	14.5792	85.0819	53.6005	103.8946	29.5809	62.501000000000005	65.2265	0.0	50.5818	10.2664	2.7481	50.0839	0.0	79.5191	139.3584	66.8783	0.0	43.5491	0.0	67.8047	10.0655	9.5133	28.0954	80.9569	43.6184	69.3288	14.8064	101.9145	3.0371	79.4904	25.1654	16.9414	43.4965	65.8666	66.7342	2.0679	43.1552	24.8271	3.1544	41.6164	14.9958	0.0	111.7072	9.392000000000001	16.8314	94.55	52.4452	70.4429	57.5785	0.0	4.03	51.7121	2.2629	20.6075	129.7088	67.6964	84.1727	0.0	153.4185	15.3745	1.8895	56.7223	57.6449	94.309	0.8973	83.85600000000001	90.9464	75.665	65.0339	16.334	27.2017	29.325	0.3857	60.4439	139.1234	59.1355	46.4194	55.8945	13.9998	0.7595	0.0	22.6886	9.2105	19.0447	0.0	2.9549	1.2031
